symbol,is_nifty50,financial_period,result_date_announced_to_nse,actual_result_declaration_date,prior_notice_days,intimation_details,raw_broadcast_time
ANGELONE,NO,Quarterly Financial Results,2024-02-22,2024-03-26,33 Days Prior Notice,"Outcome of Board Meeting Angel One Limited has informed the Exchange regarding  Board meeting held on February 22, 20241",2024-03-26 21:03:12
ANGELONE,NO,Quarterly Financial Results,2024-02-22,2024-03-26,33 Days Prior Notice,"Outcome of Board Meeting Angel One Limited has informed the Exchange regarding  Board meeting held on February 22, 20241",2024-03-26 20:52:35
PAGEIND,NO,Qtr ended 30-SEP-2023,N/A,2024-03-18,N/A,N/A,18-MAR-2024
ANGELONE,NO,Quarterly Financial Results,2024-02-20,2024-03-15,24 Days Prior Notice,Updates Angel One Limited has informed the Exchange regarding 'Intimation under SEBI (Listing Obligations and Disclosure,2024-03-15 19:42:10
ANGELONE,NO,Quarterly Financial Results,2024-02-20,2024-02-27,7 Days Prior Notice,Updates Angel One Limited has informed the Exchange regarding 'Intimation under SEBI (Listing Obligations and Disclosure,2024-02-27 13:21:50
ICICIGI,NO,Quarterly Financial Results,2024-01-31,2024-02-24,24 Days Prior Notice,Updates ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Schedule of Analyst/ Instit,24-Feb-2024 13:15:11
ANGELONE,NO,Quarterly Financial Results,2024-02-20,2024-02-22,2 Days Prior Notice,Updates Angel One Limited has informed the Exchange regarding 'Intimation under SEBI (Listing Obligations and Disclosure,2024-02-22 20:49:52
ANGELONE,NO,Quarterly Financial Results,2024-02-20,2024-02-22,2 Days Prior Notice,Updates Angel One Limited has informed the Exchange regarding 'Intimation under SEBI (Listing Obligations and Disclosure,2024-02-22 18:20:36
ABB,NO,Qtr ended 31-DEC-2023,2024-02-15,2024-02-21,6 Days Prior Notice,Updates ABB India Limited has informed the Exchange regarding 'Intimation of Product Launch '.,21-FEB-2024
NMDC,NO,Qtr ended 31-DEC-2023,2024-02-14,2024-02-15,1 Days Prior Notice,"Financial Result Updates NMDC Limited has submitted to the Exchange, the financial results for the period ended December",15-FEB-2024
CROMPTON,NO,Qtr ended 31-DEC-2023,N/A,2024-02-14,N/A,N/A,14-FEB-2024
GLENMARK,NO,Qtr ended 31-DEC-2023,N/A,2024-02-14,N/A,N/A,14-FEB-2024
M&M,YES ✅,Qtr ended 31-DEC-2023,2024-01-25,2024-02-14,20 Days Prior Notice,Updates Mahindra & Mahindra Limited has informed the Exchange regarding 'Intimation under Regulation 30 of the SEBI (Lis,14-FEB-2024
MUTHOOTFIN,NO,Quarterly Financial Results,2024-02-14,2024-02-14,0 Days Prior Notice,"Outcome of Board Meeting Muthoot Finance Limited has informed the Exchange regarding  Board meeting held on February 14,",14-Feb-2024 17:02:34
MUTHOOTFIN,NO,Quarterly Financial Results,2024-02-14,2024-02-14,0 Days Prior Notice,"Outcome of Board Meeting Muthoot Finance Limited has informed the Exchange regarding  Board meeting held on February 14,",14-Feb-2024 16:11:58
NBCC,NO,Qtr ended 31-DEC-2023,2024-01-10,2024-02-14,35 Days Prior Notice,Updates NBCC (India) Limited has informed the Exchange regarding 'Intimation of work order received by NBCC amounting to,14-FEB-2024
OIL,NO,Qtr ended 31-DEC-2023,2024-02-13,2024-02-14,1 Days Prior Notice,"Outcome of Board Meeting Oil India Limited has informed the Exchange regarding  Board meeting held on February 13, 2024.",14-FEB-2024
PRESTIGE,NO,Qtr ended 31-DEC-2023,2024-02-13,2024-02-14,1 Days Prior Notice,"Financial Result Updates Prestige Estates Projects Limited has submitted to the Exchange, the financial results for the ",14-FEB-2024
BHEL,NO,Qtr ended 31-DEC-2023,2024-01-23,2024-02-13,21 Days Prior Notice,Outcome of Board Meeting Bharat Heavy Electricals Limited has informed the Exchange regarding  outcome of Board meeting ,13-FEB-2024
BOSCHLTD,NO,Qtr ended 31-DEC-2023,N/A,2024-02-13,N/A,N/A,13-FEB-2024
EICHERMOT,YES ✅,Qtr ended 31-DEC-2023,N/A,2024-02-13,N/A,N/A,13-FEB-2024
HINDALCO,YES ✅,Qtr ended 31-DEC-2023,N/A,2024-02-13,N/A,N/A,13-FEB-2024
NATIONALUM,NO,Qtr ended 31-DEC-2023,N/A,2024-02-13,N/A,N/A,13-FEB-2024
NAUKRI,NO,Qtr ended 31-DEC-2023,2024-01-19,2024-02-13,25 Days Prior Notice,Updates Info Edge (India) Limited has informed the Exchange regarding 'Intimation/Disclosure under Regulation 30 of SEBI,13-FEB-2024
PGEL,NO,Qtr ended 31-DEC-2023,N/A,2024-02-13,N/A,N/A,13-FEB-2024
PHOENIXLTD,NO,Qtr ended 31-DEC-2023,2024-01-12,2024-02-13,32 Days Prior Notice,Updates The Phoenix Mills Limited has informed the Exchange regarding 'Intimation under Regulation 30 read with Schedule,13-FEB-2024
SAIL,NO,Qtr ended 31-DEC-2023,2024-02-12,2024-02-13,1 Days Prior Notice,"Financial Result Updates Steel Authority of India Limited has submitted to the Exchange, the financial results for the p",13-FEB-2024
SIEMENS,NO,Qtr ended 31-DEC-2023,N/A,2024-02-13,N/A,N/A,13-FEB-2024
BHARATFORG,NO,Qtr ended 31-DEC-2023,N/A,2024-02-12,N/A,N/A,12-FEB-2024
COALINDIA,YES ✅,Qtr ended 31-DEC-2023,2024-01-15,2024-02-12,28 Days Prior Notice,Updates Coal India Limited has informed the Exchange regarding 'Intimation regarding conversion of Statutory Auditors Fi,12-FEB-2024
HAL,NO,Qtr ended 31-DEC-2023,N/A,2024-02-12,N/A,N/A,12-FEB-2024
MAZDOCK,NO,Qtr ended 31-DEC-2023,N/A,2024-02-12,N/A,N/A,12-FEB-2024
MOTHERSON,NO,Qtr ended 31-DEC-2023,2024-01-30,2024-02-12,13 Days Prior Notice,Updates Samvardhana Motherson International Limited has informed the Exchange regarding 'Intimation under Regulation 30 ,12-FEB-2024
NHPC,NO,Qtr ended 31-DEC-2023,2024-02-09,2024-02-12,3 Days Prior Notice,Updates Intimation regarding In person interaction with Analyst/ Investors at Axis Capital India Conference 2024 at Sofi,12-FEB-2024
ONGC,YES ✅,Qtr ended 31-DEC-2023,2024-01-23,2024-02-12,20 Days Prior Notice,"Outcome of Board Meeting The Board has, inter-alia, accorded approval for the following business items:1. Formation of W",12-FEB-2024
AMBER,NO,Qtr ended 31-DEC-2023,2024-01-25,2024-02-10,16 Days Prior Notice,Memorandum of Understanding/Agreements Amber Enterprises India Limited has informed the Exchange about Memorandum of Und,10-FEB-2024
AUROPHARMA,NO,Qtr ended 31-DEC-2023,N/A,2024-02-10,N/A,N/A,10-FEB-2024
DIVISLAB,NO,Qtr ended 31-DEC-2023,N/A,2024-02-10,N/A,N/A,10-FEB-2024
HEROMOTOCO,NO,Qtr ended 31-DEC-2023,2024-02-09,2024-02-10,1 Days Prior Notice,"Financial Result Updates Hero MotoCorp Limited has submitted to the Exchange, the financial results for the period ended",10-FEB-2024
ALKEM,NO,Qtr ended 31-DEC-2023,2024-01-12,2024-02-09,28 Days Prior Notice,Updates Alkem Laboratories Limited has informed the Exchange regarding 'Intimation concerning Cyber Security Incident'.,09-FEB-2024
APOLLOHOSP,YES ✅,Qtr ended 31-DEC-2023,2024-02-08,2024-02-09,1 Days Prior Notice,"Financial Result Updates Apollo Hospitals Enterprise Limited has submitted to the Exchange, the financial results for th",09-FEB-2024
BANDHANBNK,NO,Qtr ended 31-DEC-2023,N/A,2024-02-09,N/A,N/A,09-FEB-2024
BIOCON,NO,Qtr ended 31-DEC-2023,2024-02-08,2024-02-09,1 Days Prior Notice,"Outcome of Board Meeting Biocon Limited has informed the Exchange regarding  Board meeting held on February 08, 2024.",09-FEB-2024
GRASIM,YES ✅,Qtr ended 31-DEC-2023,2024-01-08,2024-02-09,32 Days Prior Notice,Loss of Share Certificates Intimation regarding issuance of  Letter(s) of Confirmation  in lieu of share certificate(s) ,09-FEB-2024
IRFC,NO,Qtr ended 31-DEC-2023,N/A,2024-02-09,N/A,N/A,09-FEB-2024
PFC,NO,Qtr ended 31-DEC-2023,2024-02-08,2024-02-09,1 Days Prior Notice,"Financial Result Updates Power Finance Corporation Limited has submitted to the Exchange, the financial results for the ",09-FEB-2024
PIIND,NO,Qtr ended 31-DEC-2023,N/A,2024-02-09,N/A,N/A,09-FEB-2024
TATAPOWER,NO,Qtr ended 31-DEC-2023,N/A,2024-02-09,N/A,N/A,09-FEB-2024
ZYDUSLIFE,NO,Qtr ended 31-DEC-2023,N/A,2024-02-09,N/A,N/A,09-FEB-2024
CUMMINSIND,NO,Qtr ended 31-DEC-2023,2024-01-16,2024-02-08,23 Days Prior Notice,"Outcome of Board Meeting Cummins India Limited has informed the Exchange regarding  Board meeting held on January 16, 20",08-FEB-2024
ETERNAL,YES ✅,Qtr ended 31-DEC-2023,2024-02-01,2024-02-08,7 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates Zomato Limited has informed the exchange that Company will hold i,08-FEB-2024
LICI,NO,Quarterly Financial Results,2024-01-08,2024-02-08,31 Days Prior Notice,Outcome of Board Meeting Life Insurance Corporation Of India has informed the Exchange regarding Outcome of Board Meetin,08-Feb-2024 17:57:23
NESTLEIND,YES ✅,Qtr ended 31-DEC-2023,2024-01-06,2024-02-08,33 Days Prior Notice,Updates Nestle India Limited has informed the Exchange regarding 'Intimation regarding receipt of an Order-in appeal fro,08-FEB-2024
PATANJALI,NO,Qtr ended 31-DEC-2023,N/A,2024-02-08,N/A,N/A,08-FEB-2024
POWERGRID,YES ✅,Qtr ended 31-DEC-2023,2024-02-07,2024-02-08,1 Days Prior Notice,"Financial Result Updates Power Grid Corporation of India Limited has submitted to the Exchange, the financial results fo",08-FEB-2024
RVNL,NO,Qtr ended 31-DEC-2023,N/A,2024-02-08,N/A,N/A,08-FEB-2024
SOLARINDS,NO,Qtr ended 31-DEC-2023,2024-01-08,2024-02-08,31 Days Prior Notice,Updates Solar Industries India Limited has informed the Exchange regarding 'Intimation for Receipt of export order of IN,08-FEB-2024
BRITANNIA,NO,Qtr ended 31-DEC-2023,2024-02-06,2024-02-07,1 Days Prior Notice,Outcome of Board Meeting Britannia Industries Limited has informed the Exchange regarding  Board meeting held on Februar,07-FEB-2024
FORTIS,NO,Qtr ended 31-DEC-2023,2024-02-01,2024-02-07,6 Days Prior Notice,"Updates This is in furtherance to the intimation ref. FHL/SEC/2023-24 dated November 24, 2023 in relation to certain agr",07-FEB-2024
LUPIN,NO,Qtr ended 31-DEC-2023,2024-02-01,2024-02-07,6 Days Prior Notice,Updates Lupin Limited has informed the Exchange regarding 'Intimation under Regulation 30 of SEBI (Listing Obligations a,07-FEB-2024
TATACONSUM,YES ✅,Qtr ended 31-DEC-2023,N/A,2024-02-07,N/A,N/A,07-FEB-2024
TRENT,YES ✅,Qtr ended 31-DEC-2023,N/A,2024-02-07,N/A,N/A,07-FEB-2024
UNOMINDA,NO,Qtr ended 31-DEC-2023,2024-01-19,2024-02-07,19 Days Prior Notice,"Outcome of Board Meeting UNO Minda Limited has informed the Exchange regarding  Board meeting held on January 19, 2024.",07-FEB-2024
ASHOKLEY,NO,Qtr ended 31-DEC-2023,2024-02-05,2024-02-06,1 Days Prior Notice,"Financial Result Updates Ashok Leyland Limited has submitted to the Exchange, the financial results for the period ended",06-FEB-2024
CAMS,NO,Qtr ended 31-DEC-2023,2024-01-10,2024-02-06,27 Days Prior Notice,Updates Computer Age Management Services Limited has informed the Exchange regarding 'Intimation under Regulation 30 Reg,06-FEB-2024
GODREJPROP,NO,Qtr ended 31-DEC-2023,N/A,2024-02-06,N/A,N/A,06-FEB-2024
MFSL,NO,Qtr ended 31-DEC-2023,N/A,2024-02-06,N/A,N/A,06-FEB-2024
NYKAA,NO,Qtr ended 31-DEC-2023,N/A,2024-02-06,N/A,N/A,06-FEB-2024
RADICO,NO,Qtr ended 31-DEC-2023,N/A,2024-02-06,N/A,N/A,06-FEB-2024
BHARTIARTL,YES ✅,Qtr ended 31-DEC-2023,N/A,2024-02-05,N/A,N/A,05-FEB-2024
BSE,NO,Qtr ended 31-DEC-2023,N/A,2024-02-05,N/A,N/A,05-FEB-2024
GVT&D,NO,Qtr ended 31-DEC-2023,2024-01-05,2024-02-05,31 Days Prior Notice,Outcome of Board Meeting GE T&D India Limited has informed the Exchange regarding Outcome of Board Meeting held on Janua,05-FEB-2024
LICHSGFIN,NO,Qtr ended 31-DEC-2023,2024-02-02,2024-02-05,3 Days Prior Notice,"Financial Result Updates LIC Housing Finance Limited has submitted to the Exchange, the financial results for the period",05-FEB-2024
VBL,NO,Qtr ended 31-DEC-2023,N/A,2024-02-05,N/A,N/A,05-FEB-2024
CDSL,NO,Qtr ended 31-DEC-2023,N/A,2024-02-03,N/A,N/A,03-FEB-2024
SBIN,YES ✅,Qtr ended 31-DEC-2023,N/A,2024-02-03,N/A,N/A,03-FEB-2024
UPL,NO,Qtr ended 31-DEC-2023,2024-02-02,2024-02-03,1 Days Prior Notice,"Financial Result Updates UPL Limited has submitted to the Exchange, the financial results for the period ended December ",03-FEB-2024
ADANIENT,YES ✅,Qtr ended 31-DEC-2023,2024-01-25,2024-02-02,8 Days Prior Notice,Updates Adani Enterprises Limited has informed the Exchange regarding 'Intimation for execution of Memorandum of Underst,02-FEB-2024
BANKINDIA,NO,Qtr ended 31-DEC-2023,2024-01-10,2024-02-02,23 Days Prior Notice,Updates Bank Of India has informed the Exchange regarding 'Intimation under SEBI (LODR) Regulation 2015'.Business figure,02-FEB-2024
DELHIVERY,NO,Qtr ended 31-DEC-2023,N/A,2024-02-02,N/A,N/A,02-FEB-2024
INDHOTEL,NO,Qtr ended 31-DEC-2023,2024-01-10,2024-02-02,23 Days Prior Notice,Updates The Indian Hotels Company Limited has informed the Exchange regarding 'Intimation under Regulation 30 of the SEB,02-FEB-2024
INDIGO,YES ✅,Qtr ended 31-DEC-2023,N/A,2024-02-02,N/A,N/A,02-FEB-2024
MPHASIS,NO,Qtr ended 31-DEC-2023,2024-02-01,2024-02-02,1 Days Prior Notice,"Financial Result Updates MphasiS Limited has submitted to the Exchange, the financial results for the period ended Decem",02-FEB-2024
TITAN,YES ✅,Qtr ended 31-DEC-2023,2023-12-31,2024-02-02,33 Days Prior Notice,Updates Titan Company Limited has informed the Exchange regarding 'Intimation of merger of TSR Consultants Private Limit,02-FEB-2024
TMPV,YES ✅,Qtr ended 31-DEC-2023,2024-01-02,2024-02-02,31 Days Prior Notice,Updates Tata Motors Limited has informed the Exchange regarding 'Intimation of Merger of TSR Consultants Private Limited,02-FEB-2024
TORNTPHARM,NO,Qtr ended 31-DEC-2023,2024-01-13,2024-02-02,20 Days Prior Notice,Updates Torrent Pharmaceuticals Limited has informed the Exchange regarding 'Intimation Under Regulation 30 Of SEBI (Lis,02-FEB-2024
ADANIPORTS,YES ✅,Qtr ended 31-DEC-2023,2024-01-03,2024-02-01,29 Days Prior Notice,Outcome of Board Meeting Adani Ports and Special Economic Zone Limited has informed the Exchange regarding  Board meetin,01-FEB-2024
GMRAIRPORT,NO,Qtr ended 31-DEC-2023,2024-01-07,2024-02-01,25 Days Prior Notice,Updates GMR Airports Infrastructure Limited has informed the Exchange regarding 'Intimation under Regulation 30 of SEBI ,01-FEB-2024
JINDALSTEL,NO,Qtr ended 31-DEC-2023,2024-01-19,2024-02-01,13 Days Prior Notice,Updates Jindal Steel & Power Limited has informed the Exchange regarding 'Intimation under Regulation 30 SEBI (listing O,01-FEB-2024
POWERINDIA,NO,Qtr ended 31-DEC-2023,2024-01-23,2024-02-01,9 Days Prior Notice,Outcome of Board Meeting Hitachi Energy India Limited has informed the Exchange regarding  Board meeting held on January,01-FEB-2024
TIINDIA,NO,Qtr ended 31-DEC-2023,N/A,2024-02-01,N/A,N/A,01-FEB-2024
AMBUJACEM,NO,Qtr ended 31-DEC-2023,2024-01-02,2024-01-31,29 Days Prior Notice,Acquisition Ambuja Cements Limited has informed the Exchange about the updates of Acquisition in reference to the intima,31-JAN-2024
ASTRAL,NO,Qtr ended 31-DEC-2023,2024-01-30,2024-01-31,1 Days Prior Notice,"Outcome of Board Meeting Astral Limited has informed the Exchange regarding  Board meeting held on January 30, 2024.",31-JAN-2024
BANKBARODA,NO,Qtr ended 31-DEC-2023,2024-01-04,2024-01-31,27 Days Prior Notice,Updates Bank Of Baroda has informed the Exchange regarding 'Intimation under Regulation 30 of SEBI (Listing Obligations ,31-JAN-2024
COCHINSHIP,NO,Qtr ended 31-DEC-2023,2024-01-30,2024-01-31,1 Days Prior Notice,"Financial Result Updates Cochin Shipyard Limited has submitted to the Exchange, the financial results for the period end",31-JAN-2024
DABUR,NO,Qtr ended 31-DEC-2023,2024-01-09,2024-01-31,22 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates Dabur India Limited has informed the Exchange about Schedule of I,31-JAN-2024
DIXON,NO,Qtr ended 31-DEC-2023,N/A,2024-01-31,N/A,N/A,31-JAN-2024
GODREJCP,NO,Qtr ended 31-DEC-2023,N/A,2024-01-31,N/A,N/A,31-JAN-2024
JUBLFOOD,NO,Qtr ended 31-DEC-2023,N/A,2024-01-31,N/A,N/A,31-JAN-2024
KALYANKJIL,NO,Qtr ended 31-DEC-2023,N/A,2024-01-31,N/A,N/A,31-JAN-2024
LT,YES ✅,Qtr ended 31-DEC-2023,2024-01-30,2024-01-31,1 Days Prior Notice,"Financial Result Updates Larsen & Toubro Limited has submitted to the Exchange, the financial results for the period end",31-JAN-2024
MANKIND,NO,Qtr ended 31-DEC-2023,2024-01-19,2024-01-31,12 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates Intimation of Investor Conference Call for Q3 FY24 with Senior Ma,31-JAN-2024
MARUTI,YES ✅,Qtr ended 31-DEC-2023,2024-01-02,2024-01-31,29 Days Prior Notice,Updates Maruti Suzuki India Limited has informed the Exchange regarding 'Intimation under Regulation 30 of SEBI (Listing,31-JAN-2024
MAXHEALTH,YES ✅,Qtr ended 31-DEC-2023,N/A,2024-01-31,N/A,N/A,31-JAN-2024
SHREECEM,NO,Qtr ended 31-DEC-2023,N/A,2024-01-31,N/A,N/A,31-JAN-2024
SUNPHARMA,YES ✅,Qtr ended 31-DEC-2023,2024-01-03,2024-01-31,28 Days Prior Notice,Updates Sun Pharmaceutical Industries Limited has informed the Exchange regarding 'Intimation under Regulation 30 of SEB,31-JAN-2024
SUZLON,NO,Qtr ended 31-DEC-2023,2024-01-09,2024-01-31,22 Days Prior Notice,Updates Suzlon Energy Limited has informed the Exchange regarding 'Intimation of appointment of Senior Managerial Person,31-JAN-2024
VOLTAS,NO,Qtr ended 31-DEC-2023,2024-01-17,2024-01-31,14 Days Prior Notice,Updates Voltas Limited has informed the Exchange regarding 'Intimation under Regulation 30'.,31-JAN-2024
BAJAJFINSV,YES ✅,Qtr ended 31-DEC-2023,N/A,2024-01-30,N/A,N/A,30-JAN-2024
BLUESTARCO,NO,Qtr ended 31-DEC-2023,2023-12-29,2024-01-30,32 Days Prior Notice,Updates Blue Star Limited has informed the Exchange regarding 'Intimation of disclosure required under Regulation 30 of ,30-JAN-2024
BPCL,NO,Qtr ended 31-DEC-2023,2023-12-29,2024-01-30,32 Days Prior Notice,Updates Bharat Petroleum Corporation Limited has informed the Exchange regarding 'Intimation under Regulation 30 '. in r,30-JAN-2024
DRREDDY,YES ✅,Qtr ended 31-DEC-2023,N/A,2024-01-30,N/A,N/A,30-JAN-2024
KAYNES,NO,Qtr ended 31-DEC-2023,2024-01-23,2024-01-30,7 Days Prior Notice,Updates Kaynes Technology India Limited has informed the Exchange regarding 'Intimation for giving of Corporate Guarante,30-JAN-2024
KPITTECH,NO,Qtr ended 31-DEC-2023,N/A,2024-01-30,N/A,N/A,30-JAN-2024
PETRONET,NO,Qtr ended 31-DEC-2023,2024-01-24,2024-01-30,6 Days Prior Notice,Analysts/Institutional Investor Meet/Con. Call Updates Petronet LNG Limited has informed the Exchange about Schedule of ,30-JAN-2024
POLICYBZR,NO,Qtr ended 31-DEC-2023,N/A,2024-01-30,N/A,N/A,30-JAN-2024
SRF,NO,Qtr ended 31-DEC-2023,2024-01-24,2024-01-30,6 Days Prior Notice,Disclosure under SEBI Takeover Regulations ��Ashish Bharat Ram and Kartik Bharat Ram��has submitted to the Exchange a co,30-JAN-2024
ADANIGREEN,NO,Qtr ended 31-DEC-2023,2023-12-26,2024-01-29,34 Days Prior Notice,Outcome of Board Meeting Adani Green Energy Limited has informed the Exchange regarding  Board meeting held on December ,29-JAN-2024
BAJFINANCE,YES ✅,Qtr ended 31-DEC-2023,2023-12-31,2024-01-29,29 Days Prior Notice,Acquisition Intimation under Regulation 30 of the Securities and Exchange Board of India(Listing Obligations and Disclos,29-JAN-2024
BEL,YES ✅,Qtr ended 31-DEC-2023,N/A,2024-01-29,N/A,N/A,29-JAN-2024
GODFRYPHLP,NO,Qtr ended 31-DEC-2023,N/A,2024-01-29,N/A,N/A,29-JAN-2024
IDEA,NO,Qtr ended 31-DEC-2023,N/A,2024-01-29,N/A,N/A,29-JAN-2024
ITC,YES ✅,Qtr ended 31-DEC-2023,N/A,2024-01-29,N/A,N/A,29-JAN-2024
MARICO,NO,Qtr ended 31-DEC-2023,2024-01-02,2024-01-29,27 Days Prior Notice,Restructuring Please find attached an intimation under Regulation 30 of the SEBI (Listing Obligations and Disclosure Req,29-JAN-2024
NAM-INDIA,NO,Qtr ended 31-DEC-2023,2024-01-04,2024-01-29,25 Days Prior Notice,Outcome of Board Meeting Nippon Life India Asset Management Limited has informed the Exchange regarding  Board meeting h,29-JAN-2024
NTPC,YES ✅,Qtr ended 31-DEC-2023,N/A,2024-01-29,N/A,N/A,29-JAN-2024
VEDL,NO,Qtr ended 31-DEC-2023,2023-12-27,2024-01-29,33 Days Prior Notice,Updates Vedanta Limited has informed the Exchange regarding 'Intimation under Regulation 30 of SEBI Listing Regulations',29-JAN-2024
APLAPOLLO,NO,Qtr ended 31-DEC-2023,N/A,2024-01-27,N/A,N/A,27-JAN-2024
YESBANK,NO,Qtr ended 31-DEC-2023,2023-12-28,2024-01-27,30 Days Prior Notice,Updates Yes Bank Limited has informed the Exchange regarding 'Intimation under Reg 30 of the SEBI (Listing Obligations a,27-JAN-2024
ADANIPOWER,NO,Qtr ended 31-DEC-2023,N/A,2024-01-25,N/A,N/A,25-JAN-2024
AUBANK,NO,Qtr ended 31-DEC-2023,2024-01-04,2024-01-25,21 Days Prior Notice,Updates AU Small Finance Bank Limited has informed the Exchange regarding 'Intimation under SEBI (Listing Obligations an,25-JAN-2024
CHOLAFIN,NO,Qtr ended 31-DEC-2023,2024-01-08,2024-01-25,17 Days Prior Notice,Updates Cholamandalam Investment and Finance Company Limited has informed the Exchange regarding 'Call Option Exercise f,25-JAN-2024
CONCOR,NO,Qtr ended 31-DEC-2023,2024-01-24,2024-01-25,1 Days Prior Notice,Outcome of Board Meeting Container Corporation Of India Limited has informed the Exchange regarding Outcome of Board Mee,25-JAN-2024
HINDPETRO,NO,Qtr ended 31-DEC-2023,N/A,2024-01-25,N/A,N/A,25-JAN-2024
IEX,NO,Qtr ended 31-DEC-2023,N/A,2024-01-25,N/A,N/A,25-JAN-2024
JSWSTEEL,YES ✅,Qtr ended 31-DEC-2023,2024-01-05,2024-01-25,20 Days Prior Notice,Updates JSW Steel Limited has informed the Exchange regarding 'Intimation under Regulation 30 of LODR'.,25-JAN-2024
KFINTECH,NO,Qtr ended 31-DEC-2023,2023-12-28,2024-01-25,28 Days Prior Notice,Updates Kfin Technologies Limited has informed the Exchange regarding 'Intimation of Schedule of Analyst / Institutional,25-JAN-2024
PNBHOUSING,NO,Qtr ended 31-DEC-2023,2024-01-24,2024-01-25,1 Days Prior Notice,"Financial Result Updates PNB Housing Finance Limited has submitted to the Exchange, the financial results for the period",25-JAN-2024
SBICARD,NO,Qtr ended 31-DEC-2023,N/A,2024-01-25,N/A,N/A,25-JAN-2024
SBILIFE,YES ✅,Qtr ended ,2024-01-03,2024-01-25,22 Days Prior Notice,Updates SBI Life Insurance Company Limited has informed the Exchange regarding 'Intimation under regulation 30 of SEBI (,25-Jan-2024
TATASTEEL,YES ✅,Qtr ended 31-DEC-2023,2023-12-31,2024-01-25,25 Days Prior Notice,Updates Intimation of merger of TSR Consultants Private Limited (Registrar and Transfer Agentsof the Company) with Link ,25-JAN-2024
AXISBANK,YES ✅,Qtr ended 31-DEC-2023,2024-01-23,2024-01-24,1 Days Prior Notice,"Financial Result Updates Axis Bank Limited has submitted to the Exchange, the financial results for the period ended Dec",24-JAN-2024
BAJAJ-AUTO,YES ✅,Qtr ended 31-DEC-2023,2024-01-08,2024-01-24,16 Days Prior Notice,Outcome of Board Meeting Bajaj Auto Limited has informed the Exchange regarding Outcome of Board Meeting held on January,24-JAN-2024
CANBK,NO,Qtr ended 31-DEC-2023,2024-01-12,2024-01-24,12 Days Prior Notice,Updates Canara Bank has informed the Exchange regarding ''.Notice of Board Meeting - Unaudited (Reviewed) Standalone and,24-JAN-2024
DLF,NO,Qtr ended 31-DEC-2023,N/A,2024-01-24,N/A,N/A,24-JAN-2024
HAVELLS,NO,Qtr ended 31-DEC-2023,2024-01-23,2024-01-24,1 Days Prior Notice,"Financial Result Updates Havells India Limited has submitted to the Exchange, the financial results for the period ended",24-JAN-2024
INDIANB,NO,Qtr ended 31-DEC-2023,N/A,2024-01-24,N/A,N/A,24-JAN-2024
INDUSTOWER,NO,Qtr ended 31-DEC-2023,2024-01-23,2024-01-24,1 Days Prior Notice,"Financial Result Updates Indus Towers Limited has submitted to the Exchange, the financial results for the period ended ",24-JAN-2024
IOC,NO,Qtr ended 31-DEC-2023,N/A,2024-01-24,N/A,N/A,24-JAN-2024
LAURUSLABS,NO,Qtr ended 31-DEC-2023,N/A,2024-01-24,N/A,N/A,24-JAN-2024
MOTILALOFS,NO,Qtr ended 31-DEC-2023,N/A,2024-01-24,N/A,N/A,24-JAN-2024
PIDILITIND,NO,Qtr ended 31-DEC-2023,2023-12-26,2024-01-24,29 Days Prior Notice,Updates Pidilite Industries Limited has informed the Exchange regarding 'Intimation under Regulation 30'.,24-JAN-2024
TATAELXSI,NO,Qtr ended 31-DEC-2023,2023-12-22,2024-01-24,33 Days Prior Notice,Loss of Share Certificates Tata Elxsi Limited has informed the Exchange about intimation regarding Loss of Share Certifi,24-JAN-2024
TECHM,YES ✅,Qtr ended 31-DEC-2023,2024-01-10,2024-01-24,14 Days Prior Notice,"Press Release Tech Mahindra Limited has informed the Exchange regarding a press release dated January 10, 2024, titled """,24-JAN-2024
TVSMOTOR,NO,Qtr ended 31-DEC-2023,2023-12-21,2024-01-24,34 Days Prior Notice,Updates TVS Motor Company Limited has informed the Exchange regarding 'Intimation under Regulations 30 and 51 read with ,24-JAN-2024
CGPOWER,NO,Qtr ended 31-DEC-2023,N/A,2024-01-23,N/A,N/A,23-JAN-2024
JSWENERGY,NO,Qtr ended 31-DEC-2023,N/A,2024-01-23,N/A,N/A,23-JAN-2024
KEI,NO,Qtr ended 31-DEC-2023,2024-01-08,2024-01-23,15 Days Prior Notice,Outcome of Board Meeting KEI Industries Limited has informed the Exchange regarding re-appointment of Ms. Shalini Gupta ,23-JAN-2024
LTF,NO,Qtr ended 31-DEC-2023,2023-12-19,2024-01-23,35 Days Prior Notice,Updates L&T Finance Holdings Limited has informed the Exchange regarding 'Intimation under Regulation 30'.,23-JAN-2024
OBEROIRLTY,NO,Qtr ended 31-DEC-2023,2024-01-22,2024-01-23,1 Days Prior Notice,"Financial Result Updates Oberoi Realty Limited has submitted to the Exchange, the financial results for the period ended",23-JAN-2024
RECLTD,NO,Quarterly Financial Results,2024-01-23,2024-01-23,0 Days Prior Notice,"Outcome of Board Meeting REC Limited has informed the Exchange regarding outcome of Board Meeting held on January 23, 20",23-Jan-2024 14:24:23
